byCount	16407	-7.4531	41.5545	72.39999999999999	16.83102522552823
byCount	16467	-7.4532	41.5546	72.6	16.49747350912121
byCount	16527	-7.4532	41.5546	72.7	16.83102522552823
byCount	16587	-7.4533	41.5546	72.7	16.49747350912121
byCount	16647	-7.4533	41.5546	72.8	15.99716596410338
byCount	16707	-7.4532	41.5545	72.8	17.081196023734655
byCount	16767	-7.4533	41.5546	72.8	16.74763629489307
byCount	16827	-7.4532	41.5545	72.89999999999999	16.66424803195915
byCount	16887	-7.4532	41.5545	73.1	16.163932475294217
byCount	16947	-7.4533	41.5545	73.2	16.49747350912121
byCount	17007	-7.4533	41.5547	73.2	17.247979894572055
byCount	17067	-7.4535	41.5546	73.1	16.74763629489307
byCount	17127	-7.4535	41.5546	73.1	16.24731673230123
byCount	17187	-7.4534	41.5546	73.3	16.66424803195915
byCount	17247	-7.4534	41.5545	73.5	16.163932475294217
byCount	17307	-7.4534	41.5546	73.7	16.41408724920242
byCount	17367	-7.4533	41.5545	73.8	16.49747350912121
byCount	17427	-7.4533	41.5545	74.1	16.41408724920242
byCount	17487	-7.4532	41.5543	74.2	16.83102522552823
byCount	17547	-7.4532	41.5543	74.3	17.081196023734655
byCount	17607	-7.4533	41.5542	74.5	16.24731673230123
byCount	17667	-7.4533	41.5542	74.5	15.830402123269634
byCount	17727	-7.4532	41.5542	74.6	15.913783709899867
byCount	17787	-7.4533	41.5542	74.6	15.830402123269634
byCount	17847	-7.4533	41.5541	74.7	16.24731673230123
byCount	17907	-7.4533	41.5541	74.7	15.830402123269634
byCount	17967	-7.4533	41.5541	74.7	16.163932475294217
byCount	18027	-7.4533	41.5542	74.7	15.66364095269947
byCount	18087	-7.4532	41.5542	74.6	15.66364095269947
byCount	18147	-7.4525	41.5527	74.5	16.080548885894935
byCount	18207	-7.4522	41.5529	74.2	15.580261368730012
byCount	18267	-7.4531	41.552	71.6	16.330701656935656
byCount	18327	-7.4494	41.5496	78.0	16.24731673230123
byCount	18387	-7.4493	41.5496	78.0	16.74763629489307
byCount	18447	-7.4527	41.5545	78.89999999999999	16.163932475294217
byCount	18507	-7.4525	41.5547	86.3	16.74763629489307
byCount	18567	-7.4526	41.5547	86.39999999999999	16.74763629489307
byCount	18627	-7.4518	41.5539	86.1	16.99780508993672
byCount	18687	-7.4505	41.5541	73.5	15.830402123269634
byCount	18747	-7.4506	41.5541	73.3	16.74763629489307
byCount	18807	-7.4507	41.5541	73.3	16.66424803195915
byCount	18867	-7.4508	41.5541	73.39999999999999	16.99780508993672
byCount	18927	-7.4509	41.554	73.39999999999999	16.91441482387447
byCount	18987	-7.4508	41.5539	73.5	17.331372831641048
byCount	19047	-7.4507	41.5536	73.7	17.748347533917112
byCount	19107	-7.4507	41.5536	73.7	17.748347533917112
byCount	19167	-7.4507	41.5535	73.7	17.748347533917112
byCount	19227	-7.4505	41.5531	73.89999999999999	17.164587625273207
byCount	19287	-7.447	41.5511	82.5	17.498160709123912
byCount	19347	-7.4454	41.5528	76.7	17.581555649567314
byCount	19407	-7.4485	41.5542	78.5	17.247979894572055
byCount	19467	-7.4485	41.5544	78.39999999999999	17.498160709123912
byCount	19527	-7.4484	41.5546	78.3	18.081939316788606
byCount	19587	-7.4486	41.5548	78.1	17.748347533917112
byCount	19647	-7.4487	41.5548	78.0	17.748347533917112
byCount	19707	-7.4488	41.5548	78.0	18.83255990086565
byCount	19767	-7.4488	41.5545	77.5	17.99854036926664
byCount	19827	-7.4496	41.5546	77.39999999999999	18.582347027977466
byCount	19887	-7.4496	41.5545	77.3	18.33214016672345
byCount	19947	-7.4496	41.5545	77.3	18.33214016672345
byCount	20007	-7.4497	41.5545	77.3	18.081939316788606
byCount	20067	-7.4497	41.5545	77.3	17.498160709123912
byCount	20127	-7.4498	41.5545	77.3	17.99854036926664
byCount	20187	-7.4498	41.5544	77.3	17.748347533917112
byCount	20247	-7.45	41.5508	77.2	17.831744477843195
byCount	20307	-7.4483	41.5488	76.39999999999999	18.582347027977466
byCount	20367	-7.4483	41.5488	76.39999999999999	18.582347027977466
byCount	20427	-7.4483	41.5488	76.39999999999999	18.41554178586736
byCount	20487	-7.4495	41.5491	76.6	18.582347027977466
byCount	20547	-7.4496	41.5491	76.6	19.33300368284381
byCount	20607	-7.45	41.5493	76.5	18.665750650963343
byCount	20667	-7.4501	41.5493	76.5	18.16533893219391
byCount	20727	-7.4502	41.5494	76.5	18.081939316788606
byCount	20787	-7.4502	41.5495	76.5	18.33214016672345
byCount	20847	-7.4503	41.5496	76.6	18.83255990086565
byCount	20907	-7.4504	41.5496	76.6	18.665750650963343
byCount	20967	-7.4504	41.5496	76.6	18.665750650963343
byCount	21027	-7.4504	41.5496	76.7	18.41554178586736
byCount	21087	-7.4505	41.5496	76.8	19.16618641670745
byCount	21147	-7.4505	41.5496	76.8	19.33300368284381
byCount	21207	-7.4512	41.5504	77.1	19.916885159066524
byCount	21267	-7.4515	41.5511	77.6	19.16618641670745
byCount	21327	-7.4515	41.5514	77.39999999999999	18.41554178586736
byCount	21387	-7.4514	41.5513	77.3	18.16533893219391
byCount	21447	-7.4514	41.5514	77.2	19.082778785712822
byCount	21507	-7.4488	41.556	79.3	19.16618641670745
byCount	21567	-7.4489	41.5566	79.39999999999999	18.16533893219391
byCount	21627	-7.4545	41.5571	78.3	18.16533893219391
byCount	21687	-7.4533	41.5574	78.2	18.41554178586736
byCount	21747	-7.4533	41.5574	78.2	18.41554178586736
byCount	21807	-7.4534	41.5573	78.2	18.16533893219391
byCount	21867	-7.4531	41.5571	78.1	18.41554178586736
byCount	21927	-7.4529	41.557	78.1	19.249594715747833
byCount	21987	-7.4528	41.5569	78.0	19.082778785712822
byCount	22047	-7.4528	41.557	78.0	19.33300368284381
byCount	22107	-7.4528	41.557	78.0	19.49982362125177
byCount	22167	-7.4522	41.557	77.5	19.666646232019925
byCount	22227	-7.452	41.557	77.3	19.83347151525162
byCount	22287	-7.4519	41.557	77.1	19.41641331801015
byCount	22347	-7.4517	41.557	77.0	20.16713009947477
byCount	22407	-7.4517	41.557	76.89999999999999	20.083714451168255
byCount	22467	-7.4544	41.5571	76.1	19.41641331801015
