1	0	-7.4501	41.5563	74.89999999999999	27.092959349182834
1	100	-7.4499	41.5559	74.39999999999999	27.00948820061927
1	200	-7.4499	41.5558	74.0	26.75907876989158
1	300	-7.4499	41.5558	73.89999999999999	26.84254791098595
1	400	-7.45	41.5559	73.8	27.092959349182834
2	432	-7.4504	41.5519	76.7	32.43650527773115
1	500	-7.4499	41.5519	76.1	32.52001994801603
1	600	-7.45	41.552	76.0	33.02112203931898
1	700	-7.4502	41.5522	75.89999999999999	32.52001994801603
1	800	-7.4504	41.5523	75.8	32.269477946997895
1	900	-7.4504	41.5524	75.8	33.27168213025838
1	1000	-7.4505	41.5524	75.8	32.77056797868145
1	1100	-7.4505	41.5524	75.8	33.104641399581624
1	1200	-7.4505	41.5524	75.8	32.77056797868145
1	1300	-7.4506	41.5524	75.8	32.68705129847641
1	1400	-7.4454	41.5555	79.5	32.269477946997895
1	1500	-7.4522	41.5591	80.6	32.269477946997895
1	1600	-7.4526	41.5576	85.7	32.52001994801603
1	1700	-7.4558	41.5587	90.6	32.43650527773115
1	1800	-7.4563	41.557	88.8	33.355203500692184
1	1900	-7.4513	41.5582	85.1	32.93760334909043
1	2000	-7.4513	41.5581	85.2	32.43650527773115
1	2100	-7.4516	41.5579	85.0	32.77056797868145
1	2200	-7.4517	41.5578	84.89999999999999	32.93760334909043
1	2300	-7.4518	41.5578	84.89999999999999	32.603535288256246
1	2400	-7.4517	41.5578	84.7	33.188161429893114
1	2500	-7.4517	41.5578	84.7	32.3529912773967
1	2600	-7.4517	41.5578	84.8	32.93760334909043
1	2700	-7.4515	41.5579	84.6	32.68705129847641
1	2800	-7.4511	41.5581	84.39999999999999	32.93760334909043
1	2900	-7.4511	41.5581	84.39999999999999	32.8540853288812
1	3000	-7.4508	41.558	84.2	32.93760334909043
1	3100	-7.4508	41.5579	84.1	33.68929568336378
1	3200	-7.4508	41.5579	84.1	33.02112203931898
1	3300	-7.4507	41.5579	84.1	33.188161429893114
1	3400	-7.4507	41.5579	84.2	33.43872554120929
1	3500	-7.4506	41.5579	84.2	32.8540853288812
1	3600	-7.4507	41.5579	84.2	32.93760334909043
1	3700	-7.4507	41.5578	84.2	33.68929568336378
1	3800	-7.4506	41.5578	84.1	33.104641399581624
1	3900	-7.4505	41.5577	84.1	32.8540853288812
1	4000	-7.4504	41.5576	84.0	33.188161429893114
1	4100	-7.4504	41.5574	84.0	33.43872554120929
1	4200	-7.4503	41.5573	83.89999999999999	32.68705129847641
1	4300	-7.4499	41.5568	84.6	33.188161429893114
1	4400	-7.4529	41.5532	81.89999999999999	33.104641399581624
1	4500	-7.4545	41.5545	82.3	33.188161429893114
1	4600	-7.4542	41.5548	83.7	33.52224825181954
1	4700	-7.4523	41.5553	83.89999999999999	33.7728204043273
1	4800	-7.4522	41.5551	83.8	33.939871856686345
1	4900	-7.4521	41.5551	83.7	33.52224825181954
1	5000	-7.4524	41.5536	82.5	33.188161429893114
1	5100	-7.4525	41.5518	81.5	33.7728204043273
1	5200	-7.4524	41.5516	81.3	33.7728204043273
1	5300	-7.4522	41.5514	81.0	33.7728204043273
1	5400	-7.452	41.5514	81.0	33.68929568336378
1	5500	-7.4514	41.5518	81.5	33.52224825181954
1	5600	-7.4514	41.5519	81.6	33.52224825181954
1	5700	-7.4513	41.552	81.39999999999999	34.190454061491955
1	5800	-7.4514	41.5521	81.1	33.68929568336378
1	5900	-7.4513	41.5521	81.0	34.27398280348191
1	6000	-7.4512	41.5521	80.8	33.7728204043273
1	6100	-7.4511	41.5521	80.7	34.27398280348191
1	6200	-7.4511	41.5522	80.6	33.52224825181954
1	6300	-7.451	41.5523	80.5	34.10692598970343
1	6400	-7.4509	41.5523	80.2	33.52224825181954
1	6500	-7.4508	41.5524	80.0	34.190454061491955
1	6600	-7.4507	41.5524	79.7	33.939871856686345
1	6700	-7.4506	41.5523	79.6	34.85870276405539
1	6800	-7.4504	41.5519	79.1	34.023398588106474
1	6900	-7.4503	41.5519	79.0	34.608104473692165
