byCount	0	-7.452	41.5542	75.1	25.674040822426768
byCount	30	-7.4523	41.5542	75.6	25.674040822426768
byCount	60	-7.4527	41.5554	75.39999999999999	25.674040822426768
byCount	90	-7.452	41.5554	75.39999999999999	25.840962378012144
byCount	120	-7.4531	41.5556	75.3	25.674040822426768
byCount	150	-7.4528	41.5558	75.5	25.840962378012144
byCount	180	-7.4507	41.5514	73.2	26.508675361364766
byCount	210	-7.453	41.5517	72.3	25.757501265726564
byCount	240	-7.4514	41.555	72.89999999999999	26.174813517292808
byCount	270	-7.4487	41.5556	71.7	27.00948820061927
byCount	300	-7.4525	41.5582	71.1	24.839473181210643
byCount	330	-7.4575	41.559	69.0	24.505664853402653
byCount	360	-7.4575	41.5607	65.7	24.088419491762437
byCount	390	-7.4603	41.5643	64.5	22.252738499020975
byCount	420	-7.4596	41.5642	64.39999999999999	22.50303957969848
byCount	450	-7.4597	41.5646	64.39999999999999	22.08587445435597
byCount	480	-7.4586	41.565	64.1	21.835583400792395
byCount	510	-7.458	41.5655	63.2	22.169306142449045
byCount	540	-7.4615	41.5663	65.0	22.419605217630927
byCount	570	-7.4624	41.5675	63.2	22.753346677069576
byCount	600	-7.4585	41.5658	62.599999999999994	22.669910309403043
byCount	630	-7.4579	41.5652	62.599999999999994	22.169306142449045
byCount	660	-7.4577	41.5645	62.5	22.002443434722068
byCount	690	-7.4581	41.5645	62.8	21.084746333825706
byCount	720	-7.4581	41.5645	62.8	21.835583400792395
byCount	750	-7.4583	41.5655	62.7	22.252738499020975
byCount	780	-7.457	41.566	63.89999999999999	22.169306142449045
byCount	810	-7.4573	41.5668	65.6	21.91901308353749
byCount	840	-7.4532	41.5748	66.89999999999999	22.252738499020975
byCount	870	-7.5232	41.6008	66.8	22.252738499020975
byCount	900	-7.5872	41.6686	67.3	22.586474610284267
byCount	930	-7.5966	41.7489	60.0	19.83347151525162
byCount	960	-7.6231	41.8273	50.3	9.662016400465044
byCount	990	-7.765	41.8436	48.7	7.245672006867592
byCount	1020	-7.8934	41.8795	47.2	-2.0811578907424733
byCount	1050	-7.9248	41.8807	42.7	-3.8290093140166204
byCount	1080	-7.9271	41.8816	43.3	-3.8290093140166204
byImpact	1098	-7.9318	41.9173	39.2	0.6660583359733774
byImpact	1100	-7.9325	41.9268	37.599999999999994	1.5819580831411673
byImpact	1102	-7.9326	41.9351	36.3	0.6660583359733774
byImpact	1104	-7.933	41.9444	35.2	2.2481175693632283
byImpact	1108	-7.9324	41.9619	32.8	2.914319655433287
byCount	1110	-7.9312	41.9708	31.599999999999998	2.664488880599981
byCount	1140	-7.9216	42.1217	30.3	6.162665068050536
byImpact	1144	-7.9198	42.1429	30.900000000000002	5.5795541200084875
byImpact	1160	-7.9088	42.2163	35.599999999999994	2.1648453040301696
byImpact	1168	-7.9067	42.2362	35.2	1.4154248670991898
byCount	1170	-7.9046	42.2404	34.900000000000006	1.0823664209665695
byImpact	1190	-7.8211	42.2422	35.7	10.662047033322137
byImpact	1192	-7.8104	42.2419	36.900000000000006	10.495368593483514
byCount	1200	-7.766	42.241	40.3	12.829109510409562
byImpact	1204	-7.7447	42.2406	42.7	13.57935158490202
byCount	1230	-7.6053	42.2398	49.2	14.996622971120436
byCount	1260	-7.4512	42.2373	51.39999999999999	17.581555649567314
byImpact	1282	-7.3809	42.2305	51.0	16.163932475294217
byCount	1290	-7.4094	42.2403	47.8	16.74763629489307
byCount	1320	-7.5532	42.2377	53.89999999999999	15.747021204207757
byCount	1350	-7.609	42.2686	52.39999999999999	10.745387253476776
byCount	1380	-7.6222	42.2373	50.39999999999999	13.996176090346617
byCount	1410	-7.7329	42.2497	49.2	11.912220358945797
byCount	1440	-7.7161	42.3049	48.7	8.74540598949595
byCount	1470	-7.7153	42.3076	51.5	9.412023743410913
byCount	1500	-7.7154	42.3075	51.39999999999999	8.912056428429892
byCount	1530	-7.7201	42.3146	51.7	7.912193785989944
