timecode	yday	degC	Pa	pressAltComp
1530345914	180	21.7	101197	10.245355934705348
1530346414	180	21.7	101205	9.828681505232023
1530346914	180	22.0	101210	9.662016400465044
1530347414	180	21.9	101196	10.662047033322137
1530347914	180	21.7	101197	9.828681505232023
1530348414	180	21.7	101211	9.495353962432844
1530348914	180	21.7	101218	8.995382647750764
1530349414	180	21.6	101208	8.912056428429892
1530349914	180	21.6	101196	11.745521912018575
1530350414	180	21.6	101195	10.745387253476776
1530350914	180	21.5	101193	9.995349276817452
1530351414	180	21.5	101208	9.745348619499918
1530351914	180	21.5	101193	11.078754802573641
1530352414	180	21.5	101188	12.9958253011505
1530352914	180	21.4	101190	10.578707479997613
1530353414	180	21.4	101192	11.495479243951111
1530353914	180	21.3	101179	11.328787466653859
1530354414	180	21.3	101193	10.495368593483514
1530354914	180	21.3	101193	10.745387253476776
1530355414	180	21.3	101186	10.912069694305922
1530355914	180	21.3	101200	10.41203037377
1530356414	180	21.2	101217	8.912056428429892
1530356914	180	21.2	101220	8.912056428429892
1530357414	180	21.2	101215	8.078830894852608
1530357914	180	21.2	101218	8.995382647750764
1530358414	180	21.1	101227	8.162150448963123
1530358914	180	21.1	101231	8.328791556596661
1530359414	180	21.1	101234	7.995512007203084
1530359914	180	21.1	101240	6.995737334582356
1530360414	180	21.0	101258	5.246362518414809
1530360914	180	21.0	101252	6.162665068050536
1530361414	180	21.0	101258	5.996058609306372
1530361914	180	21.0	101266	4.663302858127798
1530362414	180	21.0	101253	6.662500433022559
1530362914	180	20.9	101266	4.663302858127798
1530363414	180	20.9	101283	3.8304170925309977
1530363914	180	20.9	101283	3.330717594664585
1530364414	180	20.9	101300	2.497938359142756
1530364914	180	20.9	101299	2.1648453040301696
1530365414	180	20.9	101300	2.664488880599981
1530365914	180	20.8	101294	2.581213287037063
1530366414	180	20.9	101297	2.581213287037063
1530366914	180	20.8	101273	4.663302858127798
1530367414	180	20.8	101287	3.7471321783328215
1530367914	180	20.8	101287	3.1641564217221196
1530368414	180	20.8	101308	1.7484939612965256
1530368914	180	20.8	101318	0.49953975983734966
1530369414	180	20.8	101308	1.9983027701877865
1530369914	180	20.8	101301	1.8317628986901002
1530370414	180	20.8	101296	1.0823664209665695
1530370914	180	20.7	101304	0.9991034731041681
1530371414	180	20.7	101322	0.0
1530371914	180	20.7	101327	-0.9990076696626327
1530372414	180	20.7	101335	-0.9990076696626327
1530372914	180	20.7	101314	0.9158411906839836
1530373414	180	20.7	101309	1.3321592573399588
1530373914	180	20.7	101332	-0.666015756663294
1530374414	180	20.7	101332	-1.4984755846113207
1530374914	180	20.7	101330	-0.3330132003682884
1530375414	180	20.7	101330	-1.165499635157743
1530375914	180	20.7	101326	0.24976688590363505
1530376414	180	20.7	101343	-0.9990076696626327
1530376914	180	20.7	101323	-0.16650793074375114
1530377414	180	20.8	101326	-0.0832542980093165
1530377914	180	20.8	101333	0.24976688590363505
1530378414	180	20.9	101309	0.9991034731041681
1530378914	180	20.9	101312	1.3321592573399588
1530379414	180	21.0	101314	0.41628146983422876
1530379914	180	21.1	101318	0.41628146983422876
1530380414	180	21.0	101324	0.41628146983422876
1530380914	180	21.1	101313	1.5819580831411673
1530381414	180	21.1	101313	1.4154248670991898
1530381914	180	21.1	101294	1.7484939612965256
1530382414	180	21.2	101304	1.8317628986901002
1530382914	180	21.2	101306	1.3321592573399588
1530383414	180	21.2	101315	1.3321592573399588
1530383914	180	21.3	101307	1.2488943130721608
1530384414	180	21.3	101307	0.7493186221308923
1530384914	180	21.2	101310	0.9991034731041681
1530385414	180	21.2	101306	1.4986911423646188
1530385914	180	21.2	101315	0.9991034731041681
1530386414	180	21.2	101307	1.2488943130721608
1530386914	180	21.3	101309	1.3321592573399588
1530387414	180	21.3	101306	1.0823664209665695
1530387914	180	21.3	101312	0.24976688590363505
1530388414	180	21.2	101315	0.6660583359733774
1530388914	180	21.3	101316	0.7493186221308923
1530389414	180	21.3	101291	2.4146640969072175
1530389914	180	21.3	101293	2.4146640969072175
1530390414	180	21.2	101296	2.1648453040301696
1530390914	180	21.3	101310	1.5819580831411673
1530391414	180	21.3	101300	2.8310420647857892
1530391914	180	21.3	101310	1.5819580831411673
1530392414	180	21.3	101306	0.9991034731041681
1530392914	180	21.3	101311	1.5819580831411673
1530393414	180	21.3	101301	1.5819580831411673
1530393914	180	21.3	101289	2.4146640969072175
1530394414	180	21.4	101268	4.913181573636484
1530394914	180	21.5	101251	6.579192873295389
1530395414	180	21.5	101275	3.8304170925309977
1530395914	180	21.5	101276	3.663847929975513
1530396414	180	21.5	101265	4.746595097313765
1530396914	180	21.5	101281	3.4972814307195197
1530397414	180	21.5	101281	4.163563407919404
1530397914	180	21.5	101279	3.413999179801148
1530398414	180	21.5	101285	3.5805643474393865
1530398914	180	21.6	101261	5.246362518414809
1530399414	180	21.6	101264	5.246362518414809
1530399914	180	21.6	101248	5.662853685619358
1530400414	180	21.6	101247	6.329274191516541
1530400914	180	21.7	101241	6.4125797525546835
1530401414	180	21.7	101248	5.746153917346707
1530401914	180	21.8	101244	6.995737334582356
1530402414	180	21.8	101239	7.328984896958782
1530402914	180	21.8	101234	7.328984896958782
1530403414	181	21.9	101227	8.412113110149212
1530403914	181	22.0	101220	7.7455593428580505
1530404414	181	22.1	101214	8.828730875678287
1530404914	181	22.2	101222	8.995382647750764
1530405414	181	22.2	101215	8.162150448963123
1530405914	181	22.2	101201	9.495353962432844
1530406414	181	22.3	101200	10.245355934705348
1530406914	181	22.3	101191	10.828728140466449
1530407414	181	22.3	101194	11.245442578388209
1530407914	181	22.3	101188	10.99541191500504
1530408414	181	22.3	101193	11.662173689031448
1530408914	181	22.3	101200	9.745348619499918
1530409414	181	22.4	101210	10.078684162700304
1530409914	181	22.4	101206	10.162019715324682
1530410414	181	22.4	101201	10.495368593483514
1530410914	181	22.4	101196	10.912069694305922
1530411414	181	22.4	101191	10.495368593483514
1530411914	181	22.4	101196	11.495479243951111
1530412414	181	22.4	101192	10.495368593483514
1530412914	181	22.5	101197	10.912069694305922
1530413414	181	22.4	101203	10.245355934705348
1530413914	181	22.4	101200	10.662047033322137
1530414414	181	22.5	101204	10.078684162700304
1530414914	181	22.5	101215	9.328694191032072
1530415414	181	22.5	101209	9.662016400465044
1530415914	181	22.5	101205	10.495368593483514
1530416414	181	22.5	101205	9.912015057666279
1530416914	181	22.5	101207	10.41203037377
1530417414	181	22.5	101214	10.078684162700304
1530417914	181	22.4	101212	10.078684162700304
1530418414	181	22.4	101204	10.078684162700304
1530418914	181	22.4	101209	9.662016400465044
1530419414	181	22.4	101219	9.578684848112633
1530419914	181	22.4	101216	8.66208176985827
1530420414	181	22.3	101214	8.245470669544474
1530420914	181	22.3	101227	8.245470669544474
1530421414	181	22.3	101230	8.412113110149212
1530421914	181	22.3	101243	7.079048225694144
1530422414	181	22.3	101250	7.245672006867592
1530422914	181	22.2	101237	6.829117551249595
1530423414	181	22.2	101240	7.578927565353574
1530423914	181	22.2	101235	7.578927565353574
1530424414	181	22.2	101225	7.912193785989944
1530424914	181	22.2	101234	7.828876231213187
1530425414	181	22.2	101248	6.745808659004013
1530425914	181	22.2	101239	7.245672006867592
1530426414	181	22.2	101234	7.578927565353574
1530426914	181	22.2	101234	7.495612676189469
1530427414	181	22.2	101245	6.4125797525546835
1530427914	181	22.1	101248	7.162359783119275
1530428414	181	22.1	101236	6.662500433022559
1530428914	181	22.1	101234	7.245672006867592
1530429414	181	22.1	101242	6.745808659004013
1530429914	181	22.1	101239	6.995737334582356
1530430414	181	22.1	101245	6.4125797525546835
1530430914	181	22.0	101235	6.995737334582356
1530431414	181	22.0	101232	7.412298453392846
1530431914	181	22.0	101239	7.162359783119275
1530432414	181	22.0	101249	6.912427109769147
1530432914	181	22.0	101248	6.162665068050536
1530433414	181	22.0	101255	5.829454815195456
1530433914	181	22.0	101243	6.912427109769147
1530434414	181	22.0	101252	5.996058609306372
1530434914	181	21.9	101252	6.329274191516541
1530435414	181	21.9	101253	6.245969296688387
1530435914	181	21.9	101256	5.996058609306372
1530436414	181	21.9	101240	6.662500433022559
1530436914	181	21.9	101236	7.412298453392846
1530437414	181	21.8	101231	7.328984896958782
1530437914	181	21.8	101239	7.662243120909768
1530438414	181	21.9	101236	7.412298453392846
1530438914	181	21.8	101231	8.162150448963123
1530439414	181	21.8	101226	7.912193785989944
1530439914	181	21.8	101227	7.828876231213187
1530440414	181	21.8	101231	7.912193785989944
1530440914	181	21.8	101241	7.079048225694144
1530441414	181	21.8	101234	7.828876231213187
1530441914	181	21.8	101231	7.828876231213187
1530442414	181	21.8	101237	7.578927565353574
1530442914	181	21.7	101244	7.079048225694144
1530443414	181	21.7	101235	6.495885979812659
1530443914	181	21.7	101240	5.829454815195456
1530444414	181	21.7	101245	6.745808659004013
1530444914	181	21.7	101230	7.079048225694144
1530445414	181	21.7	101232	7.245672006867592
1530445914	181	21.7	101235	6.995737334582356
1530446414	181	21.6	101234	7.995512007203084
1530446914	181	21.6	101237	7.162359783119275
1530447414	181	21.6	101239	7.328984896958782
1530447914	181	21.6	101245	6.662500433022559
1530448414	181	21.6	101252	5.912756379175449
1530448914	181	21.5	101248	5.912756379175449
1530449414	181	21.5	101262	5.329659419707413
1530449914	181	21.5	101272	4.996475810792922
